date,is_rd,amount,vendor,quarter,bas_label,is_locked,gst_amount,description,personal_pct,classification_status
2025-12-01,False,-22.48,Various,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | BOYLES HOTEL PTY LTD SUTHERL,100,auto_bas_fy2526
2025-12-01,False,-33.99,Amazon AU,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | AMAZON MARKETPLACE AU SYDNEY,100,auto_bas_fy2526
2025-12-01,False,-121.8,Aldi,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | ALDI STORES KIRRAWEE DC,0,auto_bas_fy2526
2025-12-01,False,-85.06,Coles,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | COLES 5588 KIRRAWEE,0,auto_bas_fy2526
2025-12-01,False,-40,Various,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | SYDCONVENTIONCTR SYDNEY,100,auto_bas_fy2526
2025-12-01,False,-388.89,Candor Medical,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | CANDOR MEDICAL KENSINGTON GR,0,auto_bas_fy2526
2025-12-01,False,27.99,,Q2 FY25-26,G14,False,0,SPOTIFY,0,classified
2025-12-01,True,0.17,Google,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD 6S7WGG PYRMONT,0,auto_bas_fy2526
2025-12-02,False,-4.16,Restaurant,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | KIRRANA PTY LTD KIRRAWEE,100,auto_bas_fy2526
2025-12-02,False,-27.38,Restaurant,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | KIRRANA PTY LTD KIRRAWEE,100,auto_bas_fy2526
2025-12-02,True,52.77,AWS,Q2 FY25-26,G3,False,0,AMAZON WEB SERVICES SYDNEY,0,auto_bas_fy2526
2025-12-02,False,52.77,,Q2 FY25-26,G11,False,4.8,AMAZON WEB SERVICES,0,rdti
2025-12-02,True,-154.54,Anthropic,Q2 FY25-26,G11,False,14.05,VISA DEBIT PURCHASE CARD 2794 | CLAUDE.AI SUBSCRIPTION ANTHR,0,classified
2025-12-02,True,801.39,AWS,Q2 FY25-26,G3,False,0,"AWS - Lambda, S3, API Gateway, CloudWatch",0,auto_bas_fy2526
2025-12-03,False,-18.72,Various,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | FOUNDERS ROOM PTY LTD CRONUL,100,auto_bas_fy2526
2025-12-03,True,-8.67,ElevenLabs,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | ELEVENLABS.IO ELEVENLABS.IO,0,classified
2025-12-03,False,-21.54,Aldi,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | ALDI STORES KIRRAWEE DC,0,auto_bas_fy2526
2025-12-03,False,-50,FreshBooks,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | FRESHBOOKS 866-303-6061,0,auto_bas_fy2526
2025-12-04,False,20,,Q2 FY25-26,G3,False,0,NAKED WINES MANLY              Manly,0,classified
2025-12-04,False,-47.82,Various,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | JACSTAV PTY LTD GYMEA,100,auto_bas_fy2526
2025-12-04,False,20,Naked Wines,Q2 FY25-26,G14,False,0,NAKED WINES MANLY Manly,0,auto_bas_fy2526
2025-12-04,False,-6.99,Coles,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | COLES 5588 KIRRAWEE,0,auto_bas_fy2526
2025-12-04,False,-2500,,Q2 FY25-26,G14,False,0,ANZ MOBILE BANKING PAYMENT 195861 | TO TROY M LATTER,0,auto_bas_fy2526
2025-12-04,True,-39.41,Lovable,Q2 FY25-26,G11,False,3.58,VISA DEBIT PURCHASE CARD 2794 | LOVABLE LOVABLE.DEV,0,classified
2025-12-05,True,1500,Anthropic,Q2 FY25-26,G3,False,0,Anthropic - Claude API agent orchestration,0,auto_bas_fy2526
2025-12-05,False,-78.92,Budget Petrol,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | BUDGET PETROL BEVERLEY PA BE,50,auto_bas_fy2526
2025-12-06,False,20.99,,Q2 FY25-26,G14,False,0,DISNEY+ DISNEY+,0,classified
2025-12-06,False,149.23,Pet Insurance,Q2 FY25-26,G3,False,0,PET INSURANCE CHATSWOOD CHATSWOOD,0,auto_bas_fy2526
2025-12-06,False,20.99,Disney+,Q2 FY25-26,G14,False,0,DISNEY+ DISNEY+ AUSTRALIA,0,auto_bas_fy2526
2025-12-06,False,149.23,,Q2 FY25-26,G3,False,0,PET INSURANCE CHATSWOOD CHATSWOOD,0,classified
2025-12-07,False,101.54,E-Toll,Q2 FY25-26,G3,False,0,E-TOLL PAYMENT PARRAMATTA,0,auto_bas_fy2526
2025-12-07,False,101.54,,Q2 FY25-26,G11,False,9.23,E-TOLL PAYMENT,0,classified
2025-12-08,False,24.3,Amazon AU,Q2 FY25-26,G3,False,0,AMAZON RETA* AMAZON AU SYDNEY,0,auto_bas_fy2526
2025-12-08,False,17.77,Amazon AU,Q2 FY25-26,G3,False,0,AMAZON RETA* AMAZON AU SYDNEY,0,auto_bas_fy2526
2025-12-08,False,-24.16,Temu,Q2 FY25-26,G14,False,0,EFTPOS | TEMU.COM\,100,auto_bas_fy2526
2025-12-08,False,24.3,,Q2 FY25-26,G3,False,0,AMAZON RETA* AMAZON AU SYDNEY,0,manual_reclass_20260322
2025-12-08,False,17.77,,Q2 FY25-26,G3,False,0,AMAZON RETA* AMAZON AU SYDNEY,0,manual_reclass_20260322
2025-12-08,True,-42.9,Anthropic,Q2 FY25-26,G11,False,3.9,VISA DEBIT PURCHASE CARD 2794 | ANTHROPIC ANTHROPIC.COM,0,classified
2025-12-09,False,-31.2,Resend,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | RESEND RESEND.COM,0,auto_bas_fy2526
2025-12-10,False,-2,McDonalds,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | MCDONALDS SYLVANIA SYLVANIA,0,auto_bas_fy2526
2025-12-11,False,-53.98,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | PHARMACY DIRECT MOLENDINAR,0,auto_bas_fy2526
2025-12-11,False,129,Kogan,Q2 FY25-26,G14,False,0,KOGAN MELBOURNE,0,manual_reclass_20260322
2025-12-11,False,129,,Q2 FY25-26,G3,False,0,KOGAN,0,manual_reclass_20260322
2025-12-12,False,99.19,,Q2 FY25-26,G11,False,9.02,UBER EATS              HELP.UBER.COM,0,classified
2025-12-12,False,99.19,Uber Eats,Q2 FY25-26,G3,False,0,UBER EATS HELP.UBER.COM,0,auto_bas_fy2526
2025-12-12,False,-185.48,Octopus Data,Q2 FY25-26,G14,False,0,"VISA DEBIT PURCHASE CARD 2794 | OCTOPUS DATA, INC 6266366836",0,auto_bas_fy2526
2025-12-12,True,25,Lovable,Q2 FY25-26,G3,False,0,Lovable Labs - Monthly dev platform subscription,0,auto_bas_fy2526
2025-12-13,False,14.99,,Q2 FY25-26,G14,False,0,APPLE.COM/BILL,0,classified
2025-12-13,True,14.99,Apple,Q2 FY25-26,G3,False,0,APPLE.COM/BILL SYDNEY,0,auto_bas_fy2526
2025-12-14,False,203.52,Optus,Q2 FY25-26,G14,True,0,OPTUS MERCHANT Optus Me MACQUARIE PARK,0.2,manual_reclass_20260322
2025-12-14,False,203.52,,Q2 FY25-26,G11,False,18.5,OPTUS MERCHANT Optus Me MACQUARIE PARK,0,classified
2025-12-15,True,-15.55,Lovable,Q2 FY25-26,G11,False,1.41,VISA DEBIT PURCHASE CARD 2794 | LOVABLE LOVABLE.DEV,0,classified
2025-12-15,False,-68.33,,Q2 FY25-26,G14,False,0,Deal.AI Inc - ANZ T4H Business 8406,0,rdti
2025-12-15,False,-39.6,,Q2 FY25-26,G3,False,0,PayPal Dominos - ANZ T4H Business 8406,0,classified
2025-12-15,False,-39.6,Dominos,Q2 FY25-26,G14,False,0,EFTPOS | PAYPAL *DOMINOS DOMINOS SYDNEY AU,100,auto_bas_fy2526
2025-12-15,False,-15.55,,Q2 FY25-26,G14,False,0,Lovable Lovable.dev - ANZ T4H Business 8406,0,rdti
2025-12-15,False,-68.33,Deal.AI,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | DEAL.AI INC DEAL.AI,0,auto_bas_fy2526
2025-12-15,False,-93.15,,Q2 FY25-26,G14,False,0,ANZ INTERNET BANKING FUNDS TFER | TRANSFER 839528 TO 0129552,0,auto_bas_fy2526
2025-12-15,False,-93.15,,Q2 FY25-26,G3,False,0,Transfer to ANZ Personal 264796495 - ANZ T4H Business 8406,0,classified
2025-12-17,True,49.73,Bubble,Q2 FY25-26,G3,False,0,BUBBLE STARTER PLAN NEW YORK 32.00,0,auto_bas_fy2526
2025-12-17,False,-37.19,FlexJobs,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | FLEXJOBS.COM 866-991-9222,100,auto_bas_fy2526
2025-12-17,False,-5,McDonalds,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | MCDONALDS SYLVANIA SYLVANIA,0,auto_bas_fy2526
2025-12-17,False,-32.8,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | BUNNINGS 724000 KIRRAWEE,0,auto_bas_fy2526
2025-12-17,False,-71.58,Rodneys Pharmacy,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | RODNEYS PHARMACY PTY L GYMEA,0,auto_bas_fy2526
2025-12-17,False,-30.91,,Q2 FY25-26,G14,False,0,Claude.ai Subscription Anthropic - ANZ T4H Business 8406,0,rdti
2025-12-17,False,-32.8,,Q2 FY25-26,G11,False,2.98,Bunnings Kirrawee - ANZ T4H Business 8406,0,classified
2025-12-17,False,-37.19,,Q2 FY25-26,G11,False,3.38,FlexJobs.com - ANZ T4H Business 8406,0,classified
2025-12-17,False,-14.83,Aldi,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | ALDI STORES MOSMAN,0,auto_bas_fy2526
2025-12-17,False,-14.83,,Q2 FY25-26,G3,False,0,ALDI Mosman - ANZ T4H Business 8406,0,classified
2025-12-17,False,-71.58,,Q2 FY25-26,G3,False,0,Rodneys Pharmacy Gymea - ANZ T4H Business 8406,0,classified
2025-12-17,False,49.73,,Q2 FY25-26,G3,False,0,BUBBLE STARTER PLAN            NEW YORK                     ,0,classified
2025-12-17,True,-30.91,Anthropic,Q2 FY25-26,G11,False,2.81,VISA DEBIT PURCHASE CARD 2794 | CLAUDE.AI SUBSCRIPTION ANTHR,0,classified
2025-12-17,False,-5,,Q2 FY25-26,G3,False,0,McDonalds Sylvania - ANZ T4H Business 8406,0,classified
2025-12-18,False,-84.23,,Q2 FY25-26,G11,False,7.66,Budget Petrol Kogarah - ANZ T4H Business 8406,0,classified
2025-12-18,False,-84.23,Budget Petrol,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | BUDGET PETROL KOGARAH,50,auto_bas_fy2526
2025-12-21,False,101.54,E-Toll,Q2 FY25-26,G3,False,0,E-TOLL PAYMENT PARRAMATTA,0,auto_bas_fy2526
2025-12-21,False,101.54,,Q2 FY25-26,G11,False,9.23,E-TOLL PAYMENT,0,classified
2025-12-22,False,-298.33,Candor Medical,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | CANDOR MEDICAL KENSINGTON GR,0,auto_bas_fy2526
2025-12-22,False,-34.55,,Q2 FY25-26,G14,False,0,Perplexity.ai - ANZ T4H Business 8406,0,rdti
2025-12-22,True,-34.55,Perplexity AI,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | WWW.PERPLEXITY.AI WWW.PERPLE,0,auto_bas_fy2526
2025-12-22,True,-298.33,,Q2 FY25-26,G3,False,0,Candor Medical - ANZ T4H Business 8406,0,manual_reclass_20260323
2025-12-23,False,-27,,Q2 FY25-26,G11,False,2.45,Wilson Parking Sydney - ANZ T4H Business 8406,0,classified
2025-12-23,False,-27,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | WILSON PARKING SYDOBS SYDNEY,0,auto_bas_fy2526
2025-12-23,False,20.99,,Q2 FY25-26,G14,False,0,NETFLIX.COM,0,classified
2025-12-24,False,-7.6,Various,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | AMBER ELECTRIC PL BURNLEY,100,auto_bas_fy2526
2025-12-24,False,-7.6,,Q2 FY25-26,G11,False,0.69,Amber Electric - ANZ T4H Business 8406,0,classified
2025-12-24,False,-9.9,,Q2 FY25-26,G3,False,0,RMYC Port Hacking - ANZ T4H Business 8406,0,classified
2025-12-24,False,-9.9,Various,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | RMYC PORT HACKING BURRANEER,100,auto_bas_fy2526
2025-12-24,True,184,,Q2 FY25-26,G3,False,0,Candor Medical refund - ANZ T4H Business 8406,0,manual_reclass_20260323
2025-12-24,False,26.99,,Q2 FY25-26,G14,False,0,APPLE.COM/BILL,0,classified
2025-12-28,False,41.24,,Q2 FY25-26,G14,False,0,LINKEDINPREA *17066464 SYDNEY NSW,0,classified
2025-12-29,False,-32.72,,Q2 FY25-26,G3,False,0,Coles Kirrawee - ANZ T4H Business 8406,0,classified
2025-12-29,False,-27.51,Restaurant,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | KIRRANA PTY LTD KIRRAWEE,100,auto_bas_fy2526
2025-12-29,False,-3.87,,Q2 FY25-26,G11,False,0.35,Bunnings Kirrawee - ANZ T4H Business 8406,0,classified
2025-12-29,False,-3.87,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | BUNNINGS 724000 KIRRAWEE,0,auto_bas_fy2526
2025-12-29,False,-27.51,,Q2 FY25-26,G3,False,0,Kirrana Kirrawee - ANZ T4H Business 8406,0,classified
2025-12-29,True,-38.46,Lovable,Q2 FY25-26,G11,False,3.5,VISA DEBIT PURCHASE CARD 2794 | LOVABLE LOVABLE.DEV,0,classified
2025-12-29,False,-32.72,Coles,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | COLES 5588 KIRRAWEE,0,auto_bas_fy2526
2025-12-29,False,-82.34,,Q2 FY25-26,G3,False,0,ALDI Kirrawee - ANZ T4H Business 8406,0,classified
2025-12-29,False,-38.46,,Q2 FY25-26,G14,False,0,Lovable Lovable.dev - ANZ T4H Business 8406,0,rdti
2025-12-29,False,-82.34,Aldi,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | ALDI STORES KIRRAWEE DC,0,auto_bas_fy2526
2025-12-30,False,-30,PayPal,Q2 FY25-26,G14,False,0,EFTPOS | PAYPAL *YOURTOWN SYDNEY AU,0,auto_bas_fy2526
2025-12-30,False,-30,,Q2 FY25-26,G3,False,0,PayPal YourTown - ANZ T4H Business 8406,0,classified
2025-12-31,False,-54.9,,Q2 FY25-26,G11,False,4.99,Bunnings Kirrawee - ANZ T4H Business 8406,0,classified
2025-12-31,False,-8.98,Amazon AU,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | AMAZON RETA* AMAZON AU SYDNE,100,auto_bas_fy2526
2025-12-31,False,-54.9,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | BUNNINGS 724000 KIRRAWEE,0,auto_bas_fy2526
2025-12-31,False,0.06,,Q2 FY25-26,G14,False,0,Credit interest - ANZ T4H Business 8406,0,classified
2025-12-31,False,-8.98,,Q2 FY25-26,G11,False,0.82,Amazon Retail AU - ANZ T4H Business 8406,0,classified
